GRADE,VD/NVD,tap_wt_from_EAF,LIFTING TEMP_LRF,TEMP OPENING_LRF,al ingot_kg__during_EAF_tapping,LIME_LRF,SPAR,OXY_EAF,LRF_Initial_Chemistry_C,LRF_Initial_Chemistry_MN,LRF_Initial_Chemistry_S,LRF_Initial_Chemistry_SI,LRF_Initial_Chemistry_AL,LRF_Initial_Chemistry_N2,Total_Al_LRF_kg,LRF_Final_Chemistry_AL,LRF_Final_Chemistry_C,LRF_Final_Chemistry_MN,Final_S,Final_SI,LRF_Final_Chemistry_N2
SAE1010,NVD,99.0,1590.0,1505.0,178.0,1250.0,50.0,3479.0,0.399,0.27,0.0439,0.05,0.083,44.0,344.0,0.032,0.099,0.35,0.007,0.096,57.0
SAE1010,NVD,93.0,1600.0,1505.0,178.0,1350.0,50.0,3622.0,0.065,0.26,0.049,0.042,0.027,45.0,377.0,0.035,0.098,0.37,0.006,0.117,61.0
SA105,VD,103.0,1600.0,1505.0,178.0,1250.0,50.0,4322.0,0.152,0.99,0.048,0.189,0.112,61.0,364.79,0.036,0.209,1.26,0.004,0.2389,58.0
SA105,VD,96.0,1600.0,1505.0,178.0,1400.0,50.0,3286.0,0.169,0.74,0.0509,0.162,0.099,64.0,350.6,0.036,0.209,1.24,0.005,0.2409,57.0
SA105,VD,100.0,1600.0,1505.0,178.0,1100.0,50.0,3878.0,0.171,0.8,0.065,0.1739,0.061,54.0,400.1,0.031,0.205,1.27,0.004,0.256,54.0
SA105,VD,100.0,1600.0,1505.0,178.0,900.0,50.0,3984.0,0.174,0.82,0.049,0.153,0.068,54.0,350.6,0.028,0.207,1.25,0.004,0.2109,55.0
SA105,VD,100.0,1600.0,1505.0,178.0,900.0,50.0,3204.0,0.525,0.75,0.0509,0.162,0.116,54.0,344.0,0.04,0.204,1.23,0.004,0.267,60.0
SA105,VD,99.0,1600.0,1505.0,178.0,900.0,50.0,3417.0,0.108,0.48,0.0609,0.11,0.061,55.0,350.6,0.039,0.209,1.27,0.004,0.253,67.0
HC88BX,VD,107.0,1600.0,1505.0,0.0,950.0,50.0,3277.0,0.178,0.27,0.057,0.04,0.001,57.0,100.0,0.001,0.863,0.74,0.007,0.1759,61.0
HC88BX,VD,99.0,1600.0,1505.0,0.0,900.0,50.0,3311.0,0.241,0.18,0.0618,0.03,0.001,53.0,100.0,0.002,0.874,0.7,0.0048,0.1913,57.0
SA105,VD,99.0,1600.0,1505.0,178.0,600.0,50.0,3772.0,0.241,0.18,0.062,0.0299,0.001,53.0,317.6,0.051,0.194,1.22,0.007,0.2379,60.0
SA105,VD,93.0,1600.0,1505.0,178.0,1300.0,50.0,4213.0,0.241,0.69,0.056,0.1489,0.108,58.0,377.0,0.039,0.187,1.25,0.004,0.215,64.0
HC88BX,VD,103.0,1540.0,1505.0,0.0,900.0,50.0,3675.0,0.26,0.4,0.049,0.067,0.0,51.0,50.0,0.001,0.865,0.76,0.012,0.196,60.0
SA105,VD,96.0,1570.0,1505.0,178.0,1050.0,50.0,3348.0,0.262,0.74,0.057,0.166,0.118,51.0,283.6,0.041,0.204,1.23,0.003,0.231,57.0
SA105,VD,100.0,1600.0,1505.0,178.0,900.0,50.0,3204.0,0.269,0.73,0.069,0.166,0.079,60.0,344.0,0.04,0.204,1.23,0.004,0.267,60.0
SA105,VD,100.0,1566.0,1505.0,132.0,1200.0,50.0,4294.0,0.704,1.15,0.055,0.25,0.124,61.0,168.63,0.034,0.204,1.24,0.004,0.25,63.0
JSPL WELD MIG,VD,100.0,1595.0,1505.0,0.0,1000.0,50.0,4045.0,0.235,0.53,0.068,0.131,0.0,53.0,0.0,0.004,0.073,1.48,0.0089,0.8409,51.0
SA105,VD,99.0,1566.0,1505.0,132.0,1400.0,50.0,4037.0,0.104,0.74,0.0599,0.1469,0.006,54.0,282.15,0.029,0.196,1.25,0.003,0.264,61.0
JSPL WELD MIG,VD,107.0,1590.0,1505.0,0.0,1050.0,50.0,4274.0,0.153,0.43,0.056,0.062,0.0,51.0,0.0,0.004,0.076,1.53,0.006,0.8459,47.0
JSPL WELD MIG,VD,99.0,1580.0,1505.0,0.0,1300.0,50.0,3770.0,0.155,0.56,0.056,0.2039,0.0,51.0,0.0,0.003,0.076,1.46,0.0129,0.898,50.0
JSPL WELD MIG,VD,99.0,1580.0,1505.0,0.0,900.0,50.0,3625.0,0.159,1.16,0.0509,0.374,0.0,51.0,0.0,0.001,0.079,1.56,0.01,0.8449,48.0
JSPL WELD MIG,VD,93.0,1570.0,1505.0,0.0,900.0,50.0,3317.0,0.172,0.92,0.048,0.5959,0.002,54.0,0.0,0.002,0.069,1.48,0.006,0.8529,47.0
SA350GRLF2,VD,103.0,1610.0,1505.0,178.0,1200.0,50.0,3222.0,0.567,0.75,0.049,0.124,0.036,51.0,343.0,0.035,0.205,1.25,0.006,0.2389,57.0
SA350GRLF2,VD,96.0,1570.0,1505.0,178.0,1200.0,50.0,3762.0,0.182,0.82,0.0529,0.169,0.024,51.0,277.0,0.031,0.204,1.24,0.004,0.229,60.0
SA350GRLF2,VD,100.0,1565.0,1505.0,178.0,1350.0,50.0,4152.0,0.182,0.89,0.0369,0.193,0.037,51.0,288.55,0.025,0.211,1.23,0.0089,0.2899,58.0
SA350GRLF2,VD,100.0,1560.0,1505.0,132.0,1200.0,50.0,3648.0,0.08,1.01,0.0459,0.1749,0.03,48.0,247.5,0.036,0.201,1.22,0.004,0.2429,58.0
HC88BX,VD,100.0,1555.0,1505.0,0.0,1200.0,100.0,3358.0,0.222,0.53,0.048,0.132,0.009,48.0,0.0,0.004,0.863,0.76,0.005,0.2109,54.0
HC88BX,VD,99.0,1540.0,1505.0,0.0,900.0,100.0,3619.0,0.251,0.56,0.047,0.1719,0.002,51.0,0.0,0.005,0.874,0.74,0.008,0.194,57.0
SA350GRLF2,VD,107.0,1560.0,1505.0,178.0,1200.0,100.0,4108.0,0.257,0.8,0.0439,0.185,0.072,51.0,277.0,0.031,0.197,1.21,0.003,0.273,58.0
SA350GRLF2,VD,99.0,1565.0,1505.0,178.0,1250.0,50.0,3839.0,0.258,0.74,0.0459,0.1749,0.1,54.0,260.5,0.037,0.204,1.24,0.005,0.2439,61.0
SA350GRLF2,VD,99.0,1560.0,1505.0,178.0,1150.0,50.0,3798.0,0.256,0.81,0.0509,0.182,0.061,51.0,293.5,0.029,0.187,1.23,0.004,0.271,57.0
SAE10B21,VD,93.0,1595.0,1505.0,132.0,1400.0,50.0,3672.0,0.261,0.62,0.0459,0.136,0.061,54.0,247.5,0.034,0.197,0.85,0.007,0.229,58.0
SA350GRLF2,VD,103.0,1560.0,1505.0,178.0,1200.0,50.0,3954.0,0.55,0.68,0.065,0.152,0.124,51.0,293.5,0.035,0.199,1.24,0.0109,0.251,66.0
SAE10B21,VD,96.0,1580.0,1505.0,178.0,1200.0,50.0,3974.0,0.086,0.63,0.064,0.137,0.122,51.0,277.0,0.037,0.203,0.87,0.005,0.2039,55.0
SAE10B21,VD,100.0,1575.0,1505.0,132.0,1400.0,50.0,3747.0,0.251,0.66,0.0529,0.1409,0.1,54.0,214.5,0.03,0.194,0.87,0.006,0.195,60.0
SAE10B21,VD,100.0,1570.0,1505.0,178.0,1100.0,50.0,3470.0,0.145,0.65,0.065,0.136,0.094,51.0,260.5,0.039,0.194,0.84,0.004,0.199,57.0
SAE10B21,VD,100.0,1560.0,1505.0,178.0,1100.0,25.0,3910.0,0.15,0.69,0.0519,0.159,0.109,57.0,250.6,0.029,0.209,0.85,0.004,0.198,58.0
SAE10B21,VD,99.0,1560.0,1505.0,178.0,1200.0,25.0,3774.0,0.156,0.65,0.05,0.158,0.247,55.0,178.0,0.045,0.187,0.85,0.005,0.229,60.0
SAE10B21,VD,107.0,1560.0,1505.0,178.0,1200.0,25.0,3852.0,1.209,0.6,0.0589,0.135,0.09,51.0,267.1,0.033,0.203,0.82,0.004,0.193,55.0
SAE10B21,VD,99.0,1560.0,1505.0,178.0,1170.0,25.0,3660.0,0.683,0.72,0.0539,0.1499,0.058,55.0,356.2,0.035,0.204,0.87,0.005,0.201,58.0
SAE10B21,VD,99.0,1560.0,1505.0,178.0,1200.0,25.0,4032.0,0.153,0.63,0.0719,0.097,0.021,47.0,306.7,0.029,0.21,0.85,0.008,0.2359,57.0
SAE10B21,VD,93.0,1560.0,1505.0,178.0,1200.0,25.0,3541.0,0.094,0.57,0.0719,0.12,0.035,54.0,303.4,0.026,0.21,0.84,0.004,0.215,53.0
SAE10B21,VD,103.0,1560.0,1505.0,178.0,1250.0,25.0,4007.0,0.201,0.63,0.064,0.129,0.01,54.0,323.2,0.032,0.203,0.87,0.005,0.2,55.0
SAE10B21,VD,96.0,1570.0,1505.0,178.0,1300.0,50.0,4163.0,0.248,0.66,0.055,0.131,0.037,54.0,250.6,0.029,0.204,0.86,0.005,0.192,55.0
JSAW2,VD,100.0,1617.0,1505.0,178.0,950.0,25.0,4096.0,0.248,0.66,0.056,0.126,0.071,51.0,250.6,0.035,0.166,0.77,0.005,0.2349,55.0
SAE10B21,VD,100.0,1560.0,1505.0,178.0,1150.0,50.0,3865.0,0.266,0.72,0.064,0.157,0.089,51.0,283.6,0.033,0.197,0.84,0.007,0.2109,61.0
HC56AX,VD,100.0,1580.0,1505.0,0.0,1000.0,50.0,3614.0,0.268,0.41,0.0539,0.1029,0.001,54.0,0.0,0.003,0.54,0.55,0.005,0.188,55.0
JSAW2,VD,99.0,1590.0,1505.0,156.0,1200.0,25.0,4110.0,0.494,0.61,0.0509,0.157,0.15,60.0,195.6,0.03,0.156,0.76,0.004,0.2039,57.0
HC56AX,VD,107.0,1560.0,1505.0,0.0,1200.0,100.0,4224.0,0.083,0.31,0.068,0.0719,0.001,60.0,0.0,0.002,0.575,0.54,0.0089,0.229,57.0
HC56AX,VD,99.0,1560.0,1505.0,0.0,950.0,100.0,3419.0,0.069,0.72,0.0609,0.1419,0.048,54.0,0.0,0.003,0.552,0.53,0.005,0.224,54.0
JSAW2,VD,99.0,1580.0,1505.0,156.0,1100.0,50.0,4021.0,0.224,0.72,0.0609,0.1419,0.048,54.0,195.6,0.027,0.165,0.76,0.004,0.193,58.0
JSAW2,VD,93.0,1580.0,1505.0,132.0,1250.0,50.0,3950.0,0.252,0.59,0.058,0.13,0.073,50.0,247.5,0.034,0.154,0.76,0.003,0.223,58.0
SAE4135,VD,103.0,1565.0,1505.0,178.0,1300.0,50.0,3842.0,0.26,0.51,0.042,0.101,0.027,48.0,359.5,0.028,0.342,0.79,0.003,0.249,58.0
JSAW2,VD,96.0,1585.0,1505.0,132.0,1100.0,50.0,3828.0,0.268,0.52,0.0439,0.1029,0.057,50.0,264.0,0.023,0.153,0.75,0.004,0.2099,61.0
SAE4135,VD,100.0,1565.0,1505.0,178.0,1300.0,50.0,3892.0,0.273,0.5,0.0369,0.1029,0.056,50.0,326.5,0.032,0.346,0.77,0.004,0.2869,55.0
JSAW2,VD,100.0,1590.0,1505.0,132.0,1350.0,50.0,3865.0,0.422,0.57,0.0459,0.11,0.055,54.0,247.5,0.027,0.172,0.75,0.004,0.194,61.0
JSAW2,VD,100.0,1580.0,1505.0,178.0,1200.0,50.0,3839.0,0.115,0.53,0.047,0.106,0.058,51.0,293.5,0.03,0.17,0.75,0.004,0.2439,64.0
JSAW5L,VD,99.0,1610.0,1505.0,132.0,1500.0,50.0,3181.0,0.243,0.35,0.0589,0.066,0.021,55.0,379.5,0.037,0.164,1.26,0.006,0.2959,54.0
JSAW5L,VD,107.0,1590.0,1505.0,132.0,1250.0,50.0,3647.0,0.258,0.71,0.0359,0.133,0.034,41.0,264.0,0.036,0.159,1.26,0.003,0.2889,54.0
SAE4135,VD,99.0,1565.0,1505.0,178.0,1300.0,50.0,3647.0,0.274,0.72,0.0379,0.136,0.048,47.0,326.5,0.024,0.34,0.76,0.004,0.2409,55.0
JSAW5L,VD,99.0,1580.0,1505.0,178.0,1300.0,50.0,3647.0,0.269,0.68,0.0379,0.138,0.096,53.0,260.5,0.029,0.166,1.27,0.004,0.2839,55.0
SAE4135,VD,93.0,1560.0,1505.0,178.0,1100.0,50.0,3647.0,0.269,0.66,0.0359,0.124,0.017,55.0,326.5,0.028,0.335,0.76,0.005,0.26,53.0
JSAW5L,VD,103.0,1575.0,1505.0,178.0,1122.0,50.0,3647.0,0.275,0.68,0.0589,0.1419,0.091,40.0,267.1,0.031,0.156,1.26,0.004,0.2969,54.0
SAE4135,VD,96.0,1575.0,1505.0,178.0,1322.0,50.0,3647.0,0.581,0.78,0.067,0.183,0.145,57.0,217.6,0.041,0.335,0.79,0.0129,0.2389,55.0
JSAW5L,VD,100.0,1575.0,1505.0,178.0,1200.0,50.0,3647.0,0.087,0.85,0.047,0.231,0.066,51.0,286.9,0.032,0.151,1.28,0.005,0.263,48.0
JSAW5L,VD,100.0,1575.0,1505.0,178.0,1300.0,50.0,3647.0,0.341,0.86,0.057,0.188,0.086,51.0,283.6,0.029,0.17,1.32,0.004,0.335,54.0
SAE1018,NVD,100.0,1575.0,1505.0,178.0,1300.0,50.0,3647.0,0.424,0.54,0.057,0.04,0.07,45.0,267.1,0.032,0.163,0.64,0.006,0.0879,55.0
JSAW5L,VD,99.0,1575.0,1505.0,110.0,1300.0,50.0,3647.0,0.436,0.7,0.068,0.153,0.163,51.0,149.6,0.031,0.176,1.24,0.005,0.275,55.0
SAE1018,NVD,107.0,1600.0,1505.0,132.0,1150.0,25.0,3383.0,0.467,0.46,0.0599,0.048,0.095,57.0,190.41,0.041,0.18,0.63,0.01,0.083,58.0
JSAW5L,VD,99.0,1575.0,1505.0,132.0,1230.0,50.0,3672.0,0.611,0.42,0.0609,0.033,0.053,48.0,221.1,0.035,0.164,1.24,0.005,0.2999,58.0
SAE1018,NVD,99.0,1588.0,1505.0,156.0,1200.0,50.0,3476.0,0.257,0.54,0.0459,0.047,0.042,47.0,288.0,0.04,0.155,0.62,0.0129,0.0749,58.0
JSAW5L,VD,93.0,1575.0,1505.0,156.0,1200.0,50.0,3211.0,0.049,0.94,0.0609,0.272,0.108,48.0,292.95,0.033,0.17,1.23,0.006,0.2939,57.0
JSAW5L,VD,103.0,1575.0,1505.0,156.0,1300.0,50.0,3887.0,0.071,0.75,0.0609,0.16,0.096,47.0,189.0,0.026,0.155,1.23,0.006,0.328,64.0
JSAW5L,VD,96.0,1575.0,1505.0,132.0,1100.0,50.0,4968.0,0.219,0.56,0.0599,0.109,0.049,53.0,280.5,0.036,0.176,1.24,0.005,0.276,58.0
JSAW5L,VD,100.0,1570.0,1505.0,156.0,1200.0,50.0,3248.0,0.253,0.6,0.065,0.1189,0.058,58.0,222.0,0.033,0.163,1.24,0.005,0.25,55.0
HC62AX,VD,100.0,1575.0,1505.0,0.0,1250.0,50.0,4101.0,0.259,0.32,0.0599,0.035,0.001,54.0,10.0,0.003,0.598,0.54,0.004,0.193,48.0
HC62AX,VD,100.0,1555.0,1505.0,0.0,1300.0,100.0,3471.0,0.261,0.39,0.062,0.135,0.004,51.0,0.0,0.002,0.632,0.54,0.006,0.2059,55.0
JSAW5L,VD,99.0,1575.0,1505.0,132.0,1300.0,50.0,3681.0,0.265,0.76,0.062,0.156,0.076,53.0,165.0,0.024,0.164,1.22,0.005,0.271,53.0
JSAW5L,VD,107.0,1575.0,1505.0,132.0,1150.0,50.0,3974.0,0.629,0.75,0.042,0.156,0.089,54.0,217.8,0.036,0.164,1.23,0.003,0.2889,57.0
JSAW69A,VD,99.0,1615.0,1505.0,44.0,1050.0,50.0,4112.0,0.11,0.31,0.058,0.084,0.003,50.0,44.0,0.006,0.129,0.44,0.006,0.6089,61.0
JSAW69A,VD,99.0,1575.0,1505.0,44.0,1100.0,50.0,3689.0,0.391,0.31,0.067,0.1179,0.008,51.0,44.0,0.006,0.115,0.45,0.0109,0.6069,63.0
SAE1010,NVD,93.0,1625.0,1505.0,132.0,1350.0,50.0,3011.0,0.446,0.3,0.065,0.0589,0.066,48.0,244.2,0.034,0.103,0.37,0.01,0.0759,67.0
SAE1018,NVD,103.0,1605.0,1505.0,132.0,1200.0,50.0,3538.0,0.442,0.28,0.07,0.0509,0.03,51.0,363.0,0.037,0.167,0.63,0.005,0.105,63.0
JSAW69A,VD,96.0,1575.0,1505.0,44.0,1350.0,50.0,3430.0,0.439,0.26,0.067,0.135,0.022,51.0,44.0,0.005,0.116,0.44,0.007,0.5939,61.0
JSAW5L,VD,100.0,1570.0,1505.0,132.0,1250.0,50.0,3478.0,0.444,0.57,0.0519,0.0899,0.054,51.0,234.3,0.041,0.164,1.27,0.004,0.2959,61.0
SAE1018,NVD,100.0,1591.0,1505.0,178.0,1300.0,50.0,3134.0,0.47,0.39,0.068,0.0459,0.035,48.0,399.1,0.036,0.159,0.64,0.007,0.0919,67.0
SAE1018,NVD,100.0,1580.0,1505.0,132.0,1200.0,50.0,3405.0,1.263,0.47,0.0769,0.034,0.058,51.0,275.55,0.036,0.162,0.62,0.008,0.104,66.0
JSAW5L,VD,99.0,1575.0,1505.0,132.0,1150.0,50.0,3743.0,0.47,0.68,0.0729,0.1409,0.053,54.0,240.9,0.036,0.162,1.22,0.005,0.266,57.0
SAE1018,NVD,107.0,1585.0,1505.0,178.0,1200.0,50.0,3227.0,0.099,0.58,0.0609,0.0449,0.044,51.0,296.8,0.037,0.162,0.64,0.008,0.0769,55.0
JSAW5L,VD,99.0,1575.0,1505.0,178.0,1200.0,50.0,3481.0,0.235,0.66,0.067,0.128,0.046,51.0,290.2,0.034,0.171,1.24,0.004,0.2979,53.0
SAE1010,VD,99.0,1570.0,1505.0,178.0,1250.0,50.0,3363.0,0.257,0.28,0.064,0.048,0.071,44.0,296.8,0.028,0.106,0.38,0.007,0.114,55.0
JSAW5L,VD,93.0,1575.0,1505.0,178.0,1300.0,50.0,3945.0,0.256,0.77,0.065,0.159,0.083,50.0,244.0,0.035,0.163,1.25,0.004,0.3019,61.0
SAE1010,NVD,103.0,1590.0,1505.0,178.0,1300.0,50.0,4000.0,0.26,0.24,0.0709,0.032,0.008,48.0,362.8,0.031,0.105,0.36,0.0109,0.0859,53.0
SAE1010,NVD,96.0,1585.0,1505.0,178.0,1230.0,50.0,3810.0,0.264,0.24,0.0739,0.034,0.002,41.0,346.3,0.036,0.104,0.36,0.0129,0.104,55.0
SAE10B35-SS,VD,100.0,1590.0,1505.0,178.0,1200.0,50.0,3320.0,1.067,0.51,0.047,0.126,0.083,47.0,349.6,0.035,0.337,0.78,0.004,0.2089,55.0
SAE10B35-SS,VD,100.0,1580.0,1505.0,178.0,1400.0,50.0,3266.0,0.234,0.66,0.0529,0.139,0.071,54.0,333.1,0.034,0.325,0.82,0.004,0.225,60.0
SAE10B35-SS,VD,100.0,1570.0,1505.0,178.0,1350.0,50.0,4050.0,0.067,0.67,0.0609,0.1429,0.119,48.0,283.6,0.037,0.33,0.78,0.005,0.197,58.0
SAE10B35-SS,VD,99.0,1560.0,1505.0,178.0,1500.0,50.0,3300.0,0.067,0.58,0.065,0.105,0.04,40.0,343.0,0.037,0.32,0.77,0.005,0.2119,57.0
SAE10B35-SS,VD,107.0,1565.0,1505.0,178.0,1300.0,50.0,3617.0,0.221,0.69,0.039,0.128,0.15,41.0,369.4,0.036,0.318,0.8,0.004,0.2119,54.0
SAE10B35-SS,VD,99.0,1575.0,1505.0,178.0,1300.0,50.0,3792.0,0.235,0.66,0.04,0.122,0.035,37.0,369.4,0.033,0.345,0.76,0.005,0.2079,63.0
SAE10B35-SS,VD,99.0,1560.0,1505.0,178.0,1150.0,50.0,3548.0,0.242,0.64,0.0369,0.139,0.069,53.0,319.9,0.045,0.337,0.78,0.005,0.188,58.0
SAE10B35-SS,VD,93.0,1560.0,1505.0,178.0,1150.0,50.0,3929.0,0.247,0.6,0.0459,0.121,0.056,47.0,319.9,0.037,0.328,0.77,0.005,0.189,54.0
SAE10B35-SS,VD,103.0,1568.0,1505.0,178.0,1300.0,50.0,3841.0,0.259,0.57,0.065,0.1029,0.054,54.0,359.5,0.037,0.345,0.78,0.006,0.19,60.0
SAE10B35-SS,VD,96.0,1570.0,1505.0,178.0,1200.0,50.0,4162.0,0.26,0.54,0.0589,0.096,0.021,50.0,418.9,0.04,0.33,0.77,0.008,0.2,58.0
SAE10B35S,VD,100.0,1565.0,1505.0,178.0,1100.0,50.0,3800.0,0.092,0.54,0.064,0.065,0.055,54.0,333.1,0.032,0.319,0.69,0.005,0.1425,55.0
JSPHTHS(V),NVD,100.0,1610.0,1505.0,178.0,1100.0,50.0,3866.0,0.048,0.89,0.064,0.137,0.043,50.0,267.1,0.038,0.192,1.34,0.01,0.193,64.0
SAE10B35S,VD,100.0,1590.0,1505.0,156.0,1150.0,50.0,3554.0,0.042,0.47,0.0749,0.0769,0.141,51.0,195.6,0.034,0.337,0.67,0.005,0.1759,58.0
SAE10B35S,VD,99.0,1565.0,1505.0,178.0,1200.0,50.0,3838.0,0.078,0.44,0.064,0.055,0.015,54.0,389.2,0.03,0.325,0.69,0.004,0.129,61.0
JSPHTHS(V),NVD,107.0,1580.0,1505.0,178.0,1200.0,50.0,3878.0,0.091,1.04,0.0529,0.167,0.032,51.0,303.4,0.035,0.182,1.32,0.0089,0.1809,66.0
JSPHTHS(V),NVD,99.0,1590.0,1505.0,178.0,1200.0,50.0,3692.0,0.097,0.92,0.065,0.169,0.131,48.0,211.0,0.032,0.186,1.33,0.0109,0.2039,63.0
JSPHTHS(V),NVD,99.0,1582.0,1505.0,178.0,1220.0,50.0,3636.0,0.093,0.94,0.07,0.17,0.078,54.0,220.9,0.032,0.179,1.33,0.007,0.2039,64.0
SAE10B35S,VD,93.0,1570.0,1505.0,178.0,1400.0,50.0,3873.0,0.095,0.44,0.0719,0.062,0.075,54.0,346.3,0.04,0.32,0.66,0.005,0.153,61.0
JSPHTHS(V),NVD,103.0,1580.0,1505.0,178.0,1450.0,50.0,3595.0,0.106,0.99,0.065,0.152,0.027,48.0,287.89,0.031,0.182,1.36,0.007,0.1749,64.0
JSPHTHS(V),NVD,96.0,1575.0,1505.0,178.0,1200.0,50.0,3437.0,0.111,1.07,0.058,0.1729,0.011,51.0,328.81,0.026,0.19,1.3,0.005,0.197,64.0
JSPHTHS(V),NVD,100.0,1575.0,1505.0,178.0,1100.0,50.0,3424.0,0.101,1.0,0.064,0.161,0.032,51.0,227.5,0.055,0.184,1.33,0.0109,0.229,67.0
JSPHTHS(V),NVD,100.0,1575.0,1505.0,178.0,1200.0,50.0,3287.0,0.38,1.02,0.07,0.1749,0.06,57.0,295.15,0.02,0.179,1.37,0.007,0.231,67.0
JSPHTHS(V),NVD,100.0,1575.0,1505.0,178.0,1250.0,50.0,3685.0,0.052,1.1,0.07,0.189,0.044,55.0,260.5,0.032,0.182,1.34,0.008,0.188,63.0
JSPHTHS(V),NVD,99.0,1570.0,1505.0,132.0,1200.0,50.0,3224.0,0.154,1.15,0.056,0.17,0.096,51.0,174.9,0.031,0.183,1.34,0.0089,0.202,64.0
JSPHTHS(V),NVD,99.0,1615.0,1505.0,178.0,1200.0,50.0,3371.0,0.15,1.1,0.067,0.1749,0.042,50.0,310.0,0.028,0.188,1.33,0.005,0.187,67.0
SAE15B41,VD,93.0,1585.0,1505.0,132.0,1400.0,50.0,3297.0,0.157,1.05,0.0609,0.1789,0.091,54.0,231.0,0.034,0.385,1.47,0.006,0.221,63.0
SAE15B41,VD,103.0,1560.0,1505.0,178.0,1350.0,50.0,3796.0,0.165,0.97,0.0459,0.156,0.004,50.0,293.5,0.034,0.386,1.47,0.004,0.202,47.0
SAE15B41,VD,96.0,1560.0,1505.0,132.0,1300.0,50.0,3474.0,0.57,0.72,0.065,0.11,0.029,51.0,346.5,0.031,0.392,1.49,0.006,0.1729,57.0
JSPHTHSV,NVD,100.0,1578.0,1505.0,178.0,1200.0,50.0,3906.0,0.275,0.91,0.063,0.139,0.054,47.0,346.3,0.03,0.183,1.31,0.006,0.202,64.0
SAE15B41,VD,100.0,1555.0,1505.0,132.0,1200.0,50.0,3337.0,0.046,0.95,0.0529,0.115,0.02,44.0,283.8,0.029,0.39,1.47,0.006,0.1799,57.0
JSPHTHS(V),NVD,100.0,1580.0,1505.0,178.0,1000.0,50.0,3489.0,0.035,0.92,0.0529,0.151,0.065,44.0,230.8,0.042,0.188,1.34,0.0129,0.2039,61.0
JSPTHHS(V),NVD,99.0,1585.0,1505.0,178.0,1000.0,50.0,3504.0,0.065,1.11,0.0449,0.197,0.102,53.0,178.0,0.044,0.166,1.32,0.012,0.196,67.0
SCM420H,VD,107.0,1605.0,1505.0,132.0,1400.0,50.0,3416.0,0.08,0.62,0.05,0.135,0.055,48.0,240.9,0.029,0.192,0.81,0.0149,0.22,58.0
JSPTHHS(V),NVD,99.0,1585.0,1505.0,132.0,1000.0,50.0,3147.0,0.088,1.07,0.042,0.1809,0.088,44.0,151.8,0.037,0.176,1.32,0.0089,0.19,61.0
JSPTHHS(V),NVD,99.0,1580.0,1505.0,132.0,1200.0,50.0,3293.0,0.091,1.02,0.062,0.1459,0.007,54.0,303.6,0.031,0.178,1.36,0.0089,0.193,51.0
SCM420H,VD,93.0,1580.0,1505.0,132.0,1250.0,50.0,3456.0,0.09,0.59,0.048,0.104,0.016,47.0,297.0,0.028,0.2,0.79,0.016,0.248,54.0
JSPTHHS(V),NVD,103.0,1580.0,1505.0,132.0,1250.0,50.0,3311.0,0.103,1.07,0.0539,0.16,0.032,50.0,204.6,0.025,0.192,1.34,0.01,0.193,61.0
JSPTHHS(V),NVD,100.0,1585.0,1505.0,178.0,1200.0,50.0,3215.0,0.091,1.04,0.0729,0.191,0.041,45.0,313.3,0.029,0.188,1.34,0.008,0.1809,54.0
JSPTHHS(V),NVD,100.0,1580.0,1505.0,132.0,1200.0,50.0,3394.0,0.559,0.92,0.0519,0.136,0.041,51.0,275.55,0.032,0.183,1.36,0.006,0.216,61.0
JSPTHHS(V)VD,VD,100.0,1578.0,1505.0,132.0,1250.0,50.0,3263.0,0.129,1.04,0.058,0.153,0.035,47.0,277.2,0.021,0.177,1.36,0.0089,0.1729,57.0
JSPTHHS(V),NVD,103.0,1575.0,1505.0,132.0,1100.0,50.0,3280.0,0.148,1.03,0.062,0.1499,0.042,55.0,238.26,0.033,0.187,1.32,0.006,0.339,63.0
AISI12L14-1,NVD,96.0,1615.0,1505.0,66.0,500.0,50.0,3579.0,0.057,0.72,0.334,0.083,0.001,48.0,66.0,0.002,0.071,1.22,0.31,0.034,54.0
JSPTHHS(V),NVD,101.0,1585.0,1505.0,178.0,1000.0,50.0,3386.0,0.15,1.04,0.048,0.167,0.065,51.0,178.0,0.03,0.186,1.33,0.006,0.197,58.0
AISI12L14-1,NVD,103.0,1605.0,1505.0,66.0,500.0,50.0,3298.0,0.155,0.95,0.337,0.121,0.477,51.0,66.0,0.001,0.074,1.15,0.2849,0.035,54.0
JSPTHHS(V),NVD,98.0,1585.0,1505.0,178.0,1000.0,50.0,3387.0,0.162,1.19,0.055,0.1429,0.049,48.0,178.0,0.043,0.177,1.42,0.01,0.248,57.0
JSPTHHS(V),NVD,107.0,1580.0,1505.0,132.0,1050.0,50.0,3488.0,0.027,1.13,0.05,0.126,0.107,47.0,151.8,0.024,0.181,1.33,0.008,0.185,58.0
JSPTHHS(V),NVD,109.0,1580.0,1505.0,132.0,1100.0,50.0,3339.0,0.035,1.12,0.042,0.117,0.073,54.0,183.15,0.033,0.183,1.34,0.005,0.2049,58.0
EN31,VD,103.0,1520.0,1505.0,0.0,1050.0,50.0,3650.0,0.073,0.37,0.04,0.066,0.047,51.0,0.0,0.006,0.985,0.41,0.0089,0.161,70.0
EN31,VD,104.0,1575.0,1505.0,44.0,850.0,150.0,3490.0,0.092,0.3,0.0449,0.033,0.005,54.0,44.0,0.001,0.987,0.38,0.006,0.138,54.0
